eval_name,CourseLevel,did,cid,question_type,question,label,value,value_5pt_adjusted,eval_sort_order,l_name,f_name,answer_text,Student,StudentFirst,StudentLast,OSCE Flags,eval_end_date,Yr,Block,ProcPercent,EPA_Tag,EPA_Abbrev,EPA Committee
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"Narrative Comments 
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness.",,,,,Summary,Evaluation,,"Krum, Viktor",Viktor,Krum,2,3/31/17,2017,2,0.6,G,General,"Cocks, Patrick"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Differential Diagnosis ‰ÛÒ
Data Interpretation and Clinical Reasoning Skills
(PC4, PC5)",3.5<br><br>,3.5,3.5,,Summary,Evaluation,,"Goyle, Gregory",Gregory,Goyle,1,3/31/17,2017,2,0.4,1,History and Physical,"Phillipi, Carrie"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Self-direction and Personal Development
(PBLI1, PBLI5, PPD7)","4 - Consistently takes initiative in all aspects of clinical care no matter how big or small the task may seem.  Confident, purposeful, and anticipates patient and team needs.  Self-aware, reflects upon strengths and weaknesses.<br><br>",4,4,,Summary,Evaluation,,"Krum, Viktor",Viktor,Krum,2,3/31/17,2017,2,0.6,T,Trustworthiness,"Cocks, Patrick"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Professional Behavior (P1, P4, IPC1)",4 - Displays high degree of preparation for all clerkship activities through active participation in clinical work.  Routinely demonstrates altruism by placing patients‰Ûª need above one‰Ûªs own.  Self-motivated.<br><br>,4,4,,Summary,Evaluation,,"Krum, Viktor",Viktor,Krum,2,3/31/17,2017,2,0.6,T,Trustworthiness,"Cocks, Patrick"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"Narrative Comments
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness. These comments may be included in the Dean's Letter.",,,,,Summary,Evaluation,"The following is a narrative assessment of how Gregory Goyle fulfilled the competencies required in the Pediatrics rotation.

Patient Care: 
Gregory displayed outstanding ability in his patient care activities in all settings of this rotation. He was committed to his patients and their families and worked to take ownership of their care. His history taking was skillful and physical exams were attentive to patient comfort and carried out with increasing skill over the course of the rotation. His patient presentations were delivered at a level that far exceeded expectations. ""Gregory developed an easy rapport with the patients and families he helped care for. He also began to develop his teaching skills during his time with us. For example, he was able to provide effective asthma education to a patient and his family prior to discharge."" ""Gregory did an excellent job in helping to gather historical data from patients and families, and always was up-to-date on his patients' interval events and current status. He was responsible and caring, and checked back on his patients multiple times throughout the day. His presentations were very good, and he did make adjustments based on feedback."" ""I think Gregory is naturally a humanistic physician and moreover, he makes the effort to go above and beyond for his patients. In addition to his humanistic clinical skills, Gregory has impressive clinical reasoning and solid differentials. He integrated clinical information very well and had a strong grasp on the medical conditions of his patients. He clearly is very dedicated and hard working."" Gregory committed himself to providing compassionate care, was a fierce patient advocate and always up-to-date with their clinical status. Gregory was usually able to anticipate the needs of his patients and with the assistance and support of his team he made significant contributions to patient care. His notes were timely and complete and he was always able to efficiently finish his daily work. 

Knowledge for Practice: 
Gregory's fund of knowledge was judged to exceed expectations for his level of training. He was consistently able to apply his understanding of pathophysiology to the clinical setting. He scored above both the group mean and national average on the NBME shelf exam.  

Practice-based Learning and Improvement: 
Gregory was committed to learning and improving in response to the clinical experiences he was having and was clearly reading about his patients at all opportunities. ""Gregory grew tremendously over the three weeks we spent together on the pediatrics inpatient service. During his first few days with us he was more reserved, and his patient presentations on rounds - which were quietly delivered and could be difficult to hear - reflected this. As he became more confident in himself the quality of his patient presentations matured accordingly. This culminated in an excellent presentation during the last week of the rotation of the sickest patient on our service that blew me away. Gregory was able to wade through the mire of data in the EMR and outside records and identify the two key issues for this patient, MRSA bacteremia and acute hypoxic respiratory failure. His presentation was well-organized, including only the key details, and he offered a thoughtful assessment and plan for each issue. He further was able to help field the questions this parent posed throughout the presentation, drawing on his knowledge of pathophysiology to do so. I was impressed that he remained calm and unflustered and was able to return to his presentation smoothly each time."" His case write-up of this patient was exceptional. All elements of the write-up were characterized by thoroughness, lucidity and sound clinical reasoning. Gregory developed a comprehensive differential diagnosis that was appropriate to the patient's presentation and extensively referenced. He demonstrated a deep understanding for each etiologic entity he explored. He was prepared for team-based learning activities and consistently made contributions to small-group and large-group problem solving. His individual score on the TBL was higher than the average. 

Interpersonal and Communication Skills and Interprofessional Development: 
Gregory created comfortable rapport and therapeutic relationships with his patients and their families. He displayed outstanding interpersonal and communication skills. ""Gregory performed extremely well on this rotation and was loved by his patients. I was extremely impressed with his professionalism when it came to patient care. He delivered presentations from memory and translated to family-centered language, performing at the level of an intern. He was very conscious of complex social issues and tuned into the emotions of the families. His presence was always very welcoming and he evoked empathy towards his patients.""

Professionalism and Personal Development: 
Gregory placed his patients' needs before his own. ""Gregory arrived on time and well-prepared for patient care activities. On patients we followed together I knew I could rely on him to be up to date on the patient's current status. It was a great pleasure working with Gregory."" He sought out feedback and used constructive elements to better his clinical performance. He was on time and present for all clerkship activities.

Systems based Practice: 
Gregory was able to work as an integral member of the health care team to promote the best in patient care. ""Gregory did particularly well getting a history and physical on a patient with an undiagnosed inflammatory disease. The residents and ID fellow & attending all read his H&P felt that it was very precise, and included all relevant travel and personal questions. Gregory was nice and thoughtful, and a pleasure to work with on our team. He would be a great pediatrician if he decided to pursue this career.""

Overall, Gregory consistently demonstrated a commitment to compassionate patient care. He was a vital member of his team and he made essential contributions to patient health and well-being. He eagerly built upon his solid clinical skill set and displayed outstanding interpersonal skills. He is functioning at a superior clinical level and he is well on his way to becoming a superb clinician.

********************
NBME Student Score - 79   Group Mean - 74.6   National Quartile Mean - 75.1 (SD 8.6)
TBL RESULTS:
IRAT SCORES
Individual - #1 - 80  #2 - 80   #3 - 80  #4 - 90   Average - 82.5
Group Avg. #1 - 71.8 #2 - 75.9    #3 -76.8  #4 - 80   Average - 76.1
(n = 22)

Team 2 GRAT Performance:
197/200
Overall Team GRAT Average:
197/200","Goyle, Gregory",Gregory,Goyle,1,3/31/17,2017,2,0.4,G,General,"Phillipi, Carrie"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"<b>Areas for Improvement </b>
Please comment on areas where this student's performance could be improved. These comments will be shared with the student but not included in the MSPE (Dean's) letter.",,,,,Summary,Evaluation,"""In the future, he should continue working to make his presentations more concise, and should be sure to look up and make eye contact during the assessement and plan. Overall, he was a great addition to our team.""","Goyle, Gregory",Gregory,Goyle,1,3/31/17,2017,2,0.4,G,General,"Phillipi, Carrie"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"Narrative Comments 
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness.",,,,,Summary,Evaluation,,"Goyle, Gregory",Gregory,Goyle,1,3/31/17,2017,2,0.4,G,General,"Phillipi, Carrie"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Self-direction and Personal Development
(PBLI1, PBLI5, PPD7)",3.5 <br><br>,3.5,3.5,,Summary,Evaluation,,"Goyle, Gregory",Gregory,Goyle,1,3/31/17,2017,2,0.4,T,Trustworthiness,"Phillipi, Carrie"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Professional Behavior (P1, P4, IPC1)",4 - Displays high degree of preparation for all clerkship activities through active participation in clinical work.  Routinely demonstrates altruism by placing patients‰Ûª need above one‰Ûªs own.  Self-motivated.<br><br>,4,4,,Summary,Evaluation,,"Goyle, Gregory",Gregory,Goyle,1,3/31/17,2017,2,0.4,T,Trustworthiness,"Phillipi, Carrie"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Presentation skills (ICS1, ICS2)",3.5<br><br>,3.5,3.5,,Summary,Evaluation,,"Goyle, Gregory",Gregory,Goyle,1,3/31/17,2017,2,0.4,6,Oral Presentation,"Phillipi, Carrie"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"<b>Areas for Improvement </b>
Please comment on areas where this student's performance could be improved. These comments will be shared with the student but not included in the MSPE (Dean's) letter.",,,,,Summary,Evaluation,"Dean was a great asset to our pediatric team and more importantly to our patients.  He has all of the attributes one would want in their doctor.  He needs to work on organization of thoughts--as demonstrated by his very disjointed write up and some gaps in performance on tests.  Would recommend continued general reading not just patients seen.

""His write up of a child with sickle cell disease admitted with VOC with possible ACS was quite thorough but was disorganized in presentation and discussion. This is an area for improvement.""","Thomas, Dean",Dean,Thomas,1,3/31/17,2017,2,,G,General,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"Narrative Comments
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness. These comments may be included in the Dean's Letter.",,,,,Summary,Evaluation,"The following is a narrative assessment for Dean Dean

Patient care: 
Dean displayed excellent ability in his patient care activities in all settings of the rotation.  Despite only the second rotation Dean worked to take ownership of patients and to actively participate in clinical care in all areas of the rotation.  He was enthusiastic and motivated. His senior resident described him as a ""great team player"".  He was active participating in the ED and clinic offering to see as many patients as possible. An ED attending commented that Dean ""is a great student, he is very motivated, very efficient, and very helpful, it was a pleasure working with him"". A ward attending commented that  ""Dean impressed me by the OUTSTANDING care he provided to a teenage girl with Sickle Cell.""


Knowledge for Practice: 
Dean's fund of knowledge was judged to meet and often exceed expectations for his level of training.  Dean clearly read in preparation for the rotation and came to pediatrics with a self-learned base.  Individual TBL scores improved but he did score slightly below the class and national average on the NBME shelf. 

Practice-based Learning: 
Dean read throughout the rotation and built a broad base of pediatric knowledge that he shared with the team throughout the rotation.  He presented ""an outstanding presentation to the Inpatient Team on the Diagnosis & Management of Sickle Cell VOC with well researched EBM articles."" ""He created a presentation on Primary Ciliary Dyskinesia because he came across a pediatrics test question on a topic he'd never heard of; the synopsis was suitable as a study guide for an intern."" He was engaged and interactive throughout the 6 weeks.  


Interpersonal and Communication Skills and Interprofessional Collaboration: 
Dean has outstanding interpersonal and communication skills as he genuinely enjoyed children and this experience.  He has a professional yet accessible manner and was able to clearly communicate plans with parents. As his attending summarized ""I'd also like to highlight that in addition to his intellect/professionalism he showed an admirable humanism. A child in the PICU was getting panicky as specialists, house staff, and RN's & support staff started to pile up in the room. Seeing the child's anxiety, Dean alone, took it on himself to distract the child & took an anxious, whiny, whimpering 3yo boy & had the kid giggling, giving hi5's & completely relaxed. Admirably human!""

Professionalism and Personal Development: 

Dean has an outgoing positive attitude and professional demeanor.  He was always present and ready to help care for our patients at every turn.  He was receptive to feedback and incorporated into his development.  He used all his experiences to improve.

Systems based practice: 
Dean was able to work as an integral member of the health care team to promote the best in patient care.  He worked diligently in all areas of the rotation.

Dean is an energetic, passionate and motivated young clerk.  His compassion, humanism and good humor were welcomed by the children and their parents.  He displays an enthusiasm for patient care and for improving his own skills as a clinician.  He worked diligently to improve his fund of knowledge, pediatric physical exam and management.
He was and is an asset to any team he works with and he will be an excellent physician.
We encourage him to choose pediatrics.







Dean Dean
NBME Student Score - 71   Group Mean - 74.6   National Quartile Mean - 75.1 (SD 8.6)
TBL RESULTS:
IRAT SCORES
Individual - #1 - 40  #2 - 70   #3 - 90  #4 - 80   Average - 70
Group Avg. #1 - 71.8 #2 - 75.9    #3 -76.8  #4 - 80   Average - 76.1
(n = 22)
 
Team 2 GRAT Performance:
197/200
Overall Team GRAT Average:
197/200


","Thomas, Dean",Dean,Thomas,1,3/31/17,2017,2,,G,General,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"Narrative Comments 
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness.",,,,,Summary,Evaluation,,"Thomas, Dean",Dean,Thomas,1,3/31/17,2017,2,,G,General,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Self-direction and Personal Development
(PBLI1, PBLI5, PPD7)","4 - Consistently takes initiative in all aspects of clinical care no matter how big or small the task may seem.  Confident, purposeful, and anticipates patient and team needs.  Self-aware, reflects upon strengths and weaknesses.<br><br>",4,4,,Summary,Evaluation,,"Thomas, Dean",Dean,Thomas,1,3/31/17,2017,2,,T,Trustworthiness,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Professional Behavior (P1, P4, IPC1)",4 - Displays high degree of preparation for all clerkship activities through active participation in clinical work.  Routinely demonstrates altruism by placing patients‰Ûª need above one‰Ûªs own.  Self-motivated.<br><br>,4,4,,Summary,Evaluation,,"Thomas, Dean",Dean,Thomas,1,3/31/17,2017,2,,T,Trustworthiness,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Differential Diagnosis ‰ÛÒ
Data Interpretation and Clinical Reasoning Skills
(PC4, PC5)","4 - Interprets data comprehensively and accurately.  Consistently generates reasonable, age-appropriate and prioritized differential.  Supports differential with sound reasoning in notes and clinical discussions.<br><br>",4,4,,Summary,Evaluation,,"Thomas, Dean",Dean,Thomas,1,3/31/17,2017,2,,1,History and Physical,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Physical exam skills (PC2)",4 - Consistently performs a complete and accurate exam tailored to the context and setting of the clinical encounter.  Always age-appropriate in sequence.  Demonstrates respect for patient privacy and comfort.  Accurately distinguishes normal and abnormal,4,4,,Summary,Evaluation,,"Thomas, Dean",Dean,Thomas,1,3/31/17,2017,2,,1,History and Physical,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">History-taking skills (PC2)","4 - Gathers all relevant historical data through a hypothesis-driven mix of open-ended and closed-ended questions. Attentive to verbal and non-verbal cues.  Identifies and uses alternate sources of information as needed, i.e. prior hospital course, family",4,4,,Summary,Evaluation,,"Thomas, Dean",Dean,Thomas,1,3/31/17,2017,2,,1,History and Physical,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Physical exam skills (PC2)",3.5<br><br>,3.5,3.5,,Summary,Evaluation,,"Goyle, Gregory",Gregory,Goyle,1,3/31/17,2017,2,0.4,1,History and Physical,"Phillipi, Carrie"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">History-taking skills (PC2)","4 - Gathers all relevant historical data through a hypothesis-driven mix of open-ended and closed-ended questions. Attentive to verbal and non-verbal cues.  Identifies and uses alternate sources of information as needed, i.e. prior hospital course, family",4,4,,Summary,Evaluation,,"Goyle, Gregory",Gregory,Goyle,1,3/31/17,2017,2,0.4,1,History and Physical,"Phillipi, Carrie"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">History-taking skills (PC2)","4 - Gathers all relevant historical data through a hypothesis-driven mix of open-ended and closed-ended questions. Attentive to verbal and non-verbal cues.  Identifies and uses alternate sources of information as needed, i.e. prior hospital course, family",4,4,,Summary,Evaluation,,"Crabbe, Vincent",Vincent,Crabbe,,5/19/17,2017,3,0.6,1,History and Physical,"Ryan, Mike"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"Narrative Comments 
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness.",,,,,Summary,Evaluation,,"Jordan, Lee",Lee,Jordan,1,11/10/17,2017,7,0.6,G,General,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"<b>Areas for Improvement </b>
Please comment on areas where this student's performance could be improved. These comments will be shared with the student but not included in the MSPE (Dean's) letter.",,,,,Summary,Evaluation,"The following suggestions were made for Lee by residents and attendings who worked with him:
""One area of improvement would be to have more confidence when presenting on rounds and formulating plans.""","Jordan, Lee",Lee,Jordan,1,11/10/17,2017,7,0.6,G,General,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"Narrative Comments
<br> </br>
Please comment on this student's performance in each competency. Comments should refer to specific behaviors, reinforce/clarify your above ratings, and particularly address areas of strength and weakness. These comments may be included in the Dean's Letter.",,,,,Summary,Evaluation,"The following is a narrative assessment of how Lee (Lee) Jordan fulfilled the competencies required in this rotation.
 
Patient Care: 
Lee showed excellent to outstanding ability in his patient care activities in all settings of the rotation and he clearly developed a solid approach to pediatric care during this clerkship.  ""Lee' presentations were concise, organized, and modified appropriately for family-centered rounds. He picked up additional patients without being asked to and always offered to help residents. One example of his excellent patient care was when he followed up a complex patient even a week after his discharge to ensure he was able to schedule and attend outpatient follow up appointments. Overall very hardworking and excellent student who will be a great resident no matter what field he goes into!""  ""Lee was a great addition to the team, he consistently demonstrated competence in developing assessment and plans and established good rapport with his patients"" ""Lee was a reliable reporter and interpreter of patient information and he is encouraged to challenge himself to take an even greater role in patient management.  Notes were thorough and timely and Lee consistently and efficiently finished all daily tasks.  

Knowledge for Practice: 
Lee' fund of knowledge was judged to meet and at times exceed expectations for his level of training and he was usually able to apply his understanding of pathophysiology to the clinical setting.  ""Lee went above and beyond every day to build relationships with the patient and their families. He took initiative to learn about topics relevant to his assigned patients and presented the information during rounds.""  He scored well below both the group and national mean on the NBME shelf exam.

Practice-based Learning and Improvement: 
Lee was challenged to read throughout the rotation and build a broad base of pediatric knowledge.  ""Lee did a great job connecting with his patients and truly cared about the families he interacted with. He was always prepared and willing to work hard. He took feedback well and worked each day to improve on any feedback that had previously been given.""  His write-up of an infant with HSV was extremely well done. The write-up was well constructed and well referenced.  Lee brought in important perspectives that related to the sociocultural context for this child.  Lee was always prepared for team-based learning sessions and he made contributions to the small-group and large-group learning process.

Interpersonal and Communication Skills: 
Lee has excellent interpersonal and communication skills and he consistently created warm and therapeutic relationships with patients and their families.  ""Lee was a pleasure to have on our team. He knew his patients very well and was able to give comprehensive presentations without his notes. His plans were appropriate and well thought through. He did a great job including family in the conversation on rounds and was extremely patient centric.""  ""We enjoyed having Lee on team 1. He gave excellent presentations and was well read on the literature that applied to his patient's. He spent extra time aiding in the coordination of care of his patient's which was much appreciated by the team.""

Professionalism and Personal Development: 
Lee always put the needs of his patients and families above his own. He worked tirelessly to better his clinical skills. ""He is a team player who showed enthusiasm and was clearly ready to learn about pediatrics."" 

Systems-based Practice: 
Lee was able to work as an integral member of the health care team to promote the best in patient care. ""Lee was a really great member of Team 1 and incredibly helpful during a busy service. He took the time to make sure that his patients had a comfortable discharge by ensuring follow-up success and going beyond what is expected of most students by contacting pharmacies and clinics outside of the city. He knew his patients well and was able to develop substantial differential diagnoses for new patients. He was also clearly very empathetic towards the patients and the team.""

Lee displayed a true commitment to his patients and to learning during this rotation.   He sharpened his pediatric clinical skills and refined his approach to pediatric patient care.  He consistently made significant contributions to his patients, their families, and the health care team and demonstrated excellent interpersonal skills.  He is well on his way to becoming an outstanding clinician.

****************************************************

NBME Student Score - 62   Group Mean - 74.6   National Mean - 77.3 (SD 8.3)
TBL RESULTS:
IRAT SCORES
Individual - #1 - 90  #2 - 60   #3 - 60  #4 - 60   Average - 67.5
Group Avg. #1 - 74 #2 - 75    #3 -80  #4 - 79   Average -  77.5 
(n = 17)

Team 3 GRAT Performance:
195/200
Overall Team GRAT Average:
196.5/200","Jordan, Lee",Lee,Jordan,1,11/10/17,2017,7,0.6,G,General,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Presentation skills (ICS1, ICS2)",4 - Delivers presentations that are consistently organized and succinct and demonstrate sound reasoning.  Always up to date with patient clinical status.  Makes eye contact and is narrative and conversational in presentational style.<br><br>,4,4,,Summary,Evaluation,,"Jordan, Lee",Lee,Jordan,1,11/10/17,2017,7,0.6,6,Oral Presentation,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Differential Diagnosis ‰ÛÒ
Data Interpretation and Clinical Reasoning Skills
(PC4, PC5)","4 - Interprets data comprehensively and accurately.  Consistently generates reasonable, age-appropriate and prioritized differential.  Supports differential with sound reasoning in notes and clinical discussions.<br><br>",4,4,,Summary,Evaluation,,"Jordan, Lee",Lee,Jordan,1,11/10/17,2017,7,0.6,1,History and Physical,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Physical exam skills (PC2)",3.5<br><br>,3.5,3.5,,Summary,Evaluation,,"Jordan, Lee",Lee,Jordan,1,11/10/17,2017,7,0.6,1,History and Physical,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">History-taking skills (PC2)","4 - Gathers all relevant historical data through a hypothesis-driven mix of open-ended and closed-ended questions. Attentive to verbal and non-verbal cues.  Identifies and uses alternate sources of information as needed, i.e. prior hospital course, family",4,4,,Summary,Evaluation,,"Jordan, Lee",Lee,Jordan,1,11/10/17,2017,7,0.6,1,History and Physical,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Self-direction and Personal Development
(PBLI1, PBLI5, PPD7)","4 - Consistently takes initiative in all aspects of clinical care no matter how big or small the task may seem.  Confident, purposeful, and anticipates patient and team needs.  Self-aware, reflects upon strengths and weaknesses.<br><br>",4,4,,Summary,Evaluation,,"Jordan, Lee",Lee,Jordan,1,11/10/17,2017,7,0.6,T,Trustworthiness,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Professional Behavior (P1, P4, IPC1)",4 - Displays high degree of preparation for all clerkship activities through active participation in clinical work.  Routinely demonstrates altruism by placing patients‰Ûª need above one‰Ûªs own.  Self-motivated.<br><br>,4,4,,Summary,Evaluation,,"Jordan, Lee",Lee,Jordan,1,11/10/17,2017,7,0.6,T,Trustworthiness,"Cutrer, Bill"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">History-taking skills (PC2)",3.5<br><br>,3.5,3.5,,Summary,Evaluation,,"Brown, Lavender",Lavender,Brown,,5/19/17,2017,3,0.2,1,History and Physical,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Professional Behavior (P1, P4, IPC1)",4 - Displays high degree of preparation for all clerkship activities through active participation in clinical work.  Routinely demonstrates altruism by placing patients‰Ûª need above one‰Ûªs own.  Self-motivated.<br><br>,4,4,,Summary,Evaluation,,"Brown, Lavender",Lavender,Brown,,5/19/17,2017,3,0.2,T,Trustworthiness,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Physical exam skills (PC2)",3.5<br><br>,3.5,3.5,,Summary,Evaluation,,"Brown, Lavender",Lavender,Brown,,5/19/17,2017,3,0.2,1,History and Physical,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Differential Diagnosis ‰ÛÒ
Data Interpretation and Clinical Reasoning Skills
(PC4, PC5)",3.5<br><br>,3.5,3.5,,Summary,Evaluation,,"Brown, Lavender",Lavender,Brown,,5/19/17,2017,3,0.2,1,History and Physical,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Presentation skills (ICS1, ICS2)",3.5<br><br>,3.5,3.5,,Summary,Evaluation,,"Brown, Lavender",Lavender,Brown,,5/19/17,2017,3,0.2,6,Oral Presentation,"Brown, David"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Presentation skills (ICS1, ICS2)",4 - Delivers presentations that are consistently organized and succinct and demonstrate sound reasoning.  Always up to date with patient clinical status.  Makes eye contact and is narrative and conversational in presentational style.<br><br>,4,4,,Summary,Evaluation,,"Parvati, Patil",Patil,Parvati,,5/19/17,2017,3,0.6,6,Oral Presentation,"Barron, Beth"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Differential Diagnosis ‰ÛÒ
Data Interpretation and Clinical Reasoning Skills
(PC4, PC5)","4 - Interprets data comprehensively and accurately.  Consistently generates reasonable, age-appropriate and prioritized differential.  Supports differential with sound reasoning in notes and clinical discussions.<br><br>",4,4,,Summary,Evaluation,,"Parvati, Patil",Patil,Parvati,,5/19/17,2017,3,0.6,1,History and Physical,"Barron, Beth"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">Physical exam skills (PC2)",3.5<br><br>,3.5,3.5,,Summary,Evaluation,,"Parvati, Patil",Patil,Parvati,,5/19/17,2017,3,0.6,1,History and Physical,"Barron, Beth"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Multiple Choice,"<font size=""3"">History-taking skills (PC2)","4 - Gathers all relevant historical data through a hypothesis-driven mix of open-ended and closed-ended questions. Attentive to verbal and non-verbal cues.  Identifies and uses alternate sources of information as needed, i.e. prior hospital course, family",4,4,,Summary,Evaluation,,"Parvati, Patil",Patil,Parvati,,5/19/17,2017,3,0.6,1,History and Physical,"Barron, Beth"
Student Performance Evaluation-Pediatric Clerkship,MCY,PEDI,PEDS 7201,Short Answer,"<b>Areas for Improvement </b>
Please comment on areas where this student's performance could be improved. These comments will be shared with the student but not included in the MSPE (Dean's) letter.",,,,,Summary,Evaluation,"The following areas for improvement were suggested by supervisors who worked with Lavender during this rotation:

""As discussed in mid-clerkship feedback, Lavender should try to be more proactive in both learning and patient care. MCY year can be difficult - it is often hard to find 'your role' on the team. However, we discussed specific ways to be more proactive (such as creating a list of necessary tasks for patients and going over it with the intern) and taking on more patients, and i would have liked to see even more of that. Lavender is extremely smart and capable and will certainly be a great doctor.""","Brown, Lavender",Lavender,Brown,,5/19/17,2017,3,0.2,G,General,"Brown, David"
